iter	Logloss
120	0.1827073581
121	0.1823819359
122	0.1821185843
123	0.181538822
124	0.1810842991
125	0.1804586495
126	0.1799637309
127	0.1793806333
128	0.179084794
129	0.1785923643
130	0.1782880942
131	0.177746621
132	0.1772734219
133	0.1768488372
134	0.1765384819
135	0.1761261762
136	0.1758289418
137	0.1756493127
138	0.1751852137
139	0.1749454221
140	0.1745753355
141	0.1743326569
142	0.174047835
143	0.1737092651
144	0.1733282782
145	0.1731172305
146	0.1725339601
147	0.1723355501
148	0.1719939981
149	0.171617485
150	0.1713592908
151	0.1711300945
152	0.1708127386
153	0.1705377701
154	0.1703320488
155	0.1699790467
156	0.1697891488
157	0.16913178
158	0.1686838179
159	0.168485541
160	0.1682033857
161	0.1679342064
162	0.1676766161
163	0.1673342905
164	0.1670368285
165	0.1668510703
166	0.1664084459
167	0.166040359
168	0.1658183843
169	0.1655368636
170	0.1652441419
171	0.1649665761
172	0.1647435932
173	0.1642946987
174	0.1639547142
175	0.1637390303
176	0.1635233875
177	0.1631798882
178	0.1629751566
179	0.1626945321
180	0.1622490713
181	0.1620219169
182	0.1616150448
183	0.161390795
184	0.1610791524
185	0.1608259792
186	0.1605829175
187	0.1602936682
188	0.1600479932
189	0.159824891
190	0.159600801
191	0.1594644834
192	0.1592193839
193	0.158982424
194	0.1586159388
195	0.1584576718
196	0.158241256
197	0.1580448527
198	0.1577829082
199	0.1576064048
200	0.1572929196
201	0.1570926051
202	0.1568007097
203	0.1565891757
204	0.1563867324
205	0.1561083309
206	0.1558075723
207	0.155536894
208	0.1553689089
209	0.1551320515
210	0.1549088959
211	0.1546945337
212	0.1544063639
213	0.154204169
214	0.1541219179
215	0.1538978009
216	0.1535252421
217	0.1533661108
218	0.1531460927
219	0.1529986303
220	0.1526504925
221	0.1524671468
222	0.1521836071
223	0.1519924035
224	0.1517867124
225	0.1516331843
226	0.1514447729
227	0.1512908403
228	0.1510863546
229	0.1507646961
230	0.1506592574
231	0.1504733327
232	0.1502533334
233	0.1500676456
234	0.1499633304
235	0.1497469804
236	0.1495305993
237	0.1490449214
238	0.1488217533
239	0.148641125
240	0.148387462
241	0.1482601574
242	0.1481149665
243	0.1478737359
244	0.1476847675
245	0.1474969698
246	0.1472731679
247	0.1471413219
248	0.1467728619
249	0.1465231291
250	0.1462501303
251	0.1461022362
252	0.1459276401
253	0.1457977892
254	0.1456757123
255	0.1455107576
256	0.1452462305
257	0.1450500458
258	0.1448870454
259	0.1446732649
260	0.1445475634
261	0.1442680312
262	0.1439366169
263	0.1438365922
264	0.1436078687
265	0.1434411626
266	0.1430465988
267	0.1428393643
268	0.1426718509
269	0.142444127
270	0.1422570157
271	0.1420552235
272	0.1418924746
273	0.1418183309
274	0.1417522753
275	0.1415410586
276	0.1413880905
277	0.1412450576
278	0.1409142245
279	0.1407825798
280	0.1405924097
281	0.1404654588
282	0.140230122
283	0.1399779493
284	0.1397717094
285	0.1395470376
286	0.1393658053
287	0.1391127692
288	0.1389591742
289	0.1388013374
290	0.1386601524
291	0.1384505455
292	0.1381724068
293	0.1380501457
294	0.1379147323
295	0.1377769266
296	0.1375678816
297	0.1373191476
298	0.1370515024
299	0.1370160915
300	0.1368803972
301	0.1366560131
302	0.1365415709
303	0.1363972109
304	0.1362401722
305	0.1360686098
306	0.1358411599
307	0.1355050194
308	0.1353387684
309	0.1352196868
310	0.1350307488
311	0.1349173699
312	0.1347563733
313	0.1345159236
314	0.1344215391
315	0.1343213901
316	0.1341705219
317	0.1339598577
318	0.1337242932
319	0.133612493
320	0.1334785084
321	0.1334040883
322	0.1333007953
323	0.1331664219
324	0.1328850759
325	0.1326744238
326	0.1324424739
327	0.1323485916
328	0.132312391
329	0.1321144773
330	0.131967181
331	0.1318626969
332	0.1317242452
333	0.1315889031
334	0.1314619743
335	0.1311887199
336	0.1310103958
337	0.1307872211
338	0.1306381788
339	0.1304990373
340	0.1304000834
341	0.1303144667
342	0.13022686
343	0.1300980142
344	0.1299367972
345	0.1297858955
346	0.1296657107
347	0.129551318
348	0.1293581938
349	0.129189836
350	0.1290394071
351	0.1288745678
352	0.1287736267
353	0.1286646961
354	0.1285149267
355	0.1283372318
356	0.1280907182
357	0.1279761873
358	0.127888667
359	0.1277358535
360	0.1276719296
361	0.1275570122
362	0.1273567467
363	0.1271876159
364	0.1270895005
365	0.1268854107
366	0.1267023791
367	0.1265581887
368	0.1264470201
369	0.1263763561
370	0.126235313
371	0.1260535117
372	0.1258771156
373	0.1257756077
374	0.1256798688
375	0.1255622284
376	0.1253005267
377	0.1251316246
378	0.1249244633
379	0.1247362345
380	0.124573158
381	0.1243711197
382	0.1242277113
383	0.1240833431
384	0.1238918061
385	0.1237666059
386	0.1236882678
387	0.1235594535
388	0.1233574401
389	0.1232748198
390	0.1231709753
391	0.1230943352
392	0.1229748647
393	0.1228343188
394	0.1226642631
395	0.122534923
396	0.1223575603
397	0.1221207656
398	0.1219301118
399	0.1218141017
400	0.1216768837
401	0.1215530208
402	0.121312972
403	0.1212381804
404	0.1210662981
405	0.1208895402
406	0.1207827624
407	0.1206828045
408	0.12051651
409	0.1203473537
410	0.1201121003
411	0.1199739248
412	0.1198356446
413	0.1196920773
414	0.1194592989
415	0.1193754241
416	0.1193078249
417	0.1192087383
418	0.1190249921
419	0.118944982
420	0.1188699254
421	0.1187732769
422	0.1186076905
423	0.1185061336
424	0.1183717734
425	0.1182236193
426	0.1180893564
427	0.1179176091
428	0.1177942283
429	0.1176922015
430	0.1175448216
431	0.1173545455
432	0.1171534229
433	0.1170235091
434	0.1168940277
435	0.1168091195
436	0.1166110559
437	0.1164794709
438	0.1163968346
439	0.1162388849
440	0.1161682613
441	0.116082556
442	0.1159429651
443	0.1157716971
444	0.1156267253
445	0.1155482064
446	0.1154033467
447	0.1152129702
448	0.1151141617
449	0.1150031384
450	0.1147864869
451	0.1146186987
452	0.1144563893
453	0.1142380843
454	0.1141595355
455	0.114016899
456	0.1138433069
457	0.1136424977
458	0.1135483705
459	0.1134255599
460	0.1132592156
461	0.1131443491
462	0.1130032562
463	0.1129635933
464	0.1125411505
465	0.1124854917
466	0.1123793516
467	0.1122878888
468	0.1122180115
469	0.1120911941
470	0.111956715
471	0.1118432006
472	0.111783846
473	0.1115809002
474	0.1114272473
475	0.1112825951
476	0.11120371
477	0.1111538571
478	0.1109868508
479	0.1108667238
480	0.1107110691
481	0.11044654
482	0.1103137251
483	0.1102464678
484	0.110157836
485	0.1100208586
486	0.1099057712
487	0.1098093742
488	0.10967862
489	0.109515593
490	0.10936357
491	0.109247484
492	0.1091086746
493	0.1090170028
494	0.1089044369
495	0.1087224113
496	0.1085947284
497	0.108472047
498	0.1082932708
499	0.108159529
500	0.1080398288
501	0.1079003206
502	0.1077866403
503	0.1077193994
504	0.1076379612
505	0.1075118563
506	0.1073762828
507	0.1072863085
508	0.107225548
509	0.1071221521
510	0.1070289603
511	0.1069175093
512	0.1067838253
513	0.1066747063
514	0.1065576295
515	0.1064317572
516	0.1063075178
517	0.1061872314
518	0.1060095837
519	0.1058512398
520	0.1057663106
521	0.1056083489
522	0.1054854189
523	0.1053310049
524	0.10518538
525	0.1050301049
526	0.1049819069
527	0.1048701944
528	0.1047965203
529	0.1047412289
530	0.1045674375
531	0.1044632525
532	0.1043842017
533	0.1042341883
534	0.1040884679
535	0.1039332657
536	0.1038214777
537	0.1036535653
538	0.1034960183
539	0.1033424963
540	0.1031986376
541	0.1030610269
542	0.1029415286
543	0.1028193324
544	0.1026672168
545	0.1025754248
546	0.1024788125
547	0.1023561383
548	0.1022855358
549	0.1021469475
550	0.1018889785
551	0.1017879822
552	0.1016790358
553	0.1015703018
554	0.1014273803
555	0.1012138118
556	0.1011174772
557	0.1010228933
558	0.1008473998
559	0.1007052388
560	0.1006010689
561	0.1004623137
562	0.1003285659
563	0.1002005324
564	0.09990503769
565	0.09985278204
566	0.09960147151
567	0.09952312634
568	0.09946527898
569	0.09932981494
570	0.09925533421
571	0.09918983874
572	0.09905830048
573	0.09901135575
574	0.09895457935
575	0.09883860457
576	0.09873519126
577	0.09856823276
578	0.09850068954
579	0.0984398532
580	0.09830160931
581	0.09802619774
582	0.09791401008
583	0.09785512233
584	0.09777974808
585	0.09762643828
586	0.09750775888
587	0.09718491817
588	0.09709294981
589	0.09688090252
590	0.09684254227
591	0.09677616874
592	0.09666140726
593	0.09654848883
594	0.0964755716
595	0.09635903641
596	0.09625903955
597	0.0961573086
598	0.0960764489
599	0.09592427401
600	0.09581762814
601	0.09576903838
602	0.09563565686
603	0.09550437103
604	0.09544646754
605	0.09540746593
606	0.0952329955
607	0.09512249765
608	0.09490540829
609	0.09477556719
610	0.09465568721
611	0.09454258523
612	0.09448610002
613	0.09445389185
614	0.09434660156
615	0.09428498725
616	0.09420852504
617	0.09408016506
618	0.09394861442
619	0.09378237946
620	0.09360715677
621	0.09355546223
622	0.09340280411
623	0.09330097575
624	0.0932241324
625	0.09304095424
626	0.09296235202
627	0.09293079453
628	0.09250668518
629	0.09245305092
630	0.09234506918
631	0.09226066329
632	0.09214098054
633	0.09204496927
634	0.09188767238
635	0.09174105084
636	0.091652462
637	0.09159219409
638	0.09123484247
639	0.09111064425
640	0.09097842165
641	0.09092336489
642	0.09073422169
643	0.09039045842
644	0.0902606806
645	0.09017953311
646	0.09008157934
647	0.09004293428
648	0.08987820271
649	0.08971857067
650	0.08969112564
651	0.08950176788
652	0.0894133987
653	0.08925764529
654	0.08920269813
655	0.08909457557
656	0.08902973519
657	0.08869929723
658	0.08854755327
659	0.0884627962
660	0.08835195281
661	0.08820559526
662	0.08803169404
663	0.08798320707
664	0.08791050884
665	0.08787632452
666	0.08782244834
667	0.08772685391
668	0.08767204614
669	0.08761056087
670	0.08752629339
671	0.08741332693
672	0.08732158968
673	0.08721209348
674	0.08681124536
675	0.08673648616
676	0.08670072114
677	0.08665717847
678	0.08654604555
679	0.08641533167
680	0.08607132915
681	0.08590421578
682	0.08578584693
683	0.08570305983
684	0.08560949854
685	0.08554325131
686	0.08552237951
687	0.08547593877
688	0.08543916903
689	0.08528593889
690	0.08522360809
691	0.08509184724
692	0.08507187726
693	0.08499355817
694	0.08485412633
695	0.08470114006
696	0.08463747127
697	0.08452033397
698	0.0844784254
699	0.08434592103
700	0.08415712405
701	0.08405749377
702	0.08398303759
703	0.08388097469
704	0.08380077903
705	0.08367757321
706	0.08357911496
707	0.08343261862
708	0.08341174578
709	0.08338330119
710	0.08325873658
711	0.08310052845
712	0.08297300975
713	0.08294343415
714	0.08286992102
715	0.08270444268
716	0.08261838776
717	0.08250182329
718	0.08223095209
719	0.08210159961
720	0.08205782555
721	0.08200494711
722	0.08190900453
723	0.0815835743
724	0.08139626272
725	0.08129060634
726	0.0812333025
727	0.0811321277
728	0.08101668506
729	0.08092784597
730	0.08085493188
731	0.08082893566
732	0.08069485016
733	0.08057322098
734	0.08048985845
735	0.0804581399
736	0.08037545793
737	0.08034418943
738	0.0802891498
739	0.08025086009
740	0.08014710276
741	0.07982096031
742	0.07970967612
743	0.07963732263
744	0.07961500677
745	0.07957065843
746	0.07951413746
747	0.07940818988
748	0.07934327575
749	0.07926478084
750	0.07916499978
751	0.07913405309
752	0.07901961618
753	0.07891165217
754	0.07886931045
755	0.07879590108
756	0.07874648521
757	0.07869917943
758	0.07861016645
759	0.07852118586
760	0.07844598198
761	0.07835596906
762	0.0783131592
763	0.07816474004
764	0.07806613142
765	0.07795033
766	0.07769796756
767	0.07759853932
768	0.07756015616
769	0.0775239224
770	0.07720642325
771	0.07713759186
772	0.07704564455
773	0.07698453342
774	0.076916059
775	0.07687375
776	0.07679157239
777	0.07672307448
778	0.07663673933
779	0.07659127407
780	0.07649778037
781	0.07636605471
782	0.07629614371
783	0.07618014995
784	0.07601848335
785	0.07594067151
786	0.07585181395
787	0.07577492283
788	0.07563159287
789	0.07532480081
790	0.07523202855
791	0.07519096104
792	0.07515770361
793	0.07509707006
794	0.07497510565
795	0.07488300653
796	0.07480118366
797	0.07471063207
798	0.07460722721
799	0.07449794002
800	0.07443064615
801	0.07430909739
802	0.07420403994
803	0.07413011205
804	0.0740390377
805	0.07396673502
806	0.07393380401
807	0.07389822454
808	0.07357880897
809	0.0732929387
810	0.0730138957
811	0.07296774241
812	0.07288872579
813	0.07282085243
814	0.07273386876
815	0.07266256692
816	0.0726403004
817	0.07258174163
818	0.07252241194
819	0.07245291173
820	0.07239761072
821	0.07232150417
822	0.07224754686
823	0.07215295152
824	0.0721383694
825	0.07211692786
826	0.07202221353
827	0.07195988215
828	0.07183861971
829	0.07175280898
830	0.0717019454
831	0.0715983705
832	0.07137110149
833	0.07132266905
834	0.071279399
835	0.07123529129
836	0.07113492746
837	0.0710491139
838	0.07076713451
839	0.07068445839
840	0.07066071883
841	0.07062364924
842	0.07057902319
843	0.07048930515
844	0.07043572103
845	0.07034505943
846	0.07028070117
847	0.07017750489
848	0.07009115297
849	0.0699846389
850	0.06990476019
851	0.06984943587
852	0.0698103603
853	0.06973447572
854	0.06965737459
855	0.06957833696
856	0.06948531957
857	0.06930428818
858	0.0692496661
859	0.06907873955
860	0.06883714856
861	0.06875189901
862	0.06866912223
863	0.06863767585
864	0.06854208935
865	0.06847406941
866	0.06838530489
867	0.06832064007
868	0.06824983891
869	0.06821369442
870	0.06814065447
871	0.06811367355
872	0.06807754727
873	0.06798722383
874	0.06790903201
875	0.067829168
876	0.06776346801
877	0.06770553449
878	0.0676446546
879	0.06738417895
880	0.06731654323
881	0.06725960721
882	0.0670851892
883	0.06692943442
884	0.06689496357
885	0.06681715415
886	0.06679811083
887	0.06674179021
888	0.06651249898
889	0.06646232316
890	0.06644023598
891	0.06635929543
892	0.06631192293
893	0.06613144265
894	0.06605096978
895	0.06596131221
896	0.06594040954
897	0.06585148159
898	0.06581991452
899	0.0657588126
900	0.06569709771
901	0.06561601674
902	0.06547606737
903	0.06540891428
904	0.06538650131
905	0.06528830569
906	0.06519347154
907	0.06508514141
908	0.06501925598
909	0.06492162887
910	0.06484373057
911	0.0647823259
912	0.06472663702
913	0.06465451708
914	0.0646142945
915	0.06459289521
916	0.06452857641
917	0.06449486034
918	0.06441605582
919	0.0643454245
920	0.06432597826
921	0.06422185283
922	0.06418352372
923	0.06415106317
924	0.06413157705
925	0.06407571517
926	0.06405955078
927	0.06399761
928	0.06392386915
929	0.06386621062
930	0.06380753868
931	0.06375824951
932	0.06370833534
933	0.06358269235
934	0.0635141249
935	0.0634436037
936	0.06323069136
937	0.06321320987
938	0.06314470683
939	0.06312296119
940	0.06296483792
941	0.06292298554
942	0.06278507283
943	0.06270372246
944	0.06248115911
945	0.06244729084
946	0.06230618923
947	0.06228842519
948	0.06213665735
949	0.06206230293
950	0.06200676048
951	0.06199090224
952	0.06177147336
953	0.06164551667
954	0.06145918581
955	0.06143760681
956	0.0613960263
957	0.06137243096
958	0.06135226724
959	0.06128932678
960	0.06125788899
961	0.06119855481
962	0.06116200278
963	0.0610832265
964	0.06103128747
965	0.06097945897
966	0.06089032111
967	0.0607144032
968	0.06066637275
969	0.06054308262
970	0.06049738003
971	0.06042469356
972	0.06038030589
973	0.06030513822
974	0.06023587317
975	0.06018331341
976	0.06010754943
977	0.06004865418
978	0.06000393022
979	0.05999228233
980	0.05992661652
981	0.05990707343
982	0.05983876935
983	0.05982053521
984	0.05967321284
985	0.05962273056
986	0.05949269846
987	0.05938459544
988	0.05931780282
989	0.05914766779
990	0.05912952848
991	0.05907173263
992	0.05902325884
993	0.05900680778
994	0.05894626285
995	0.05890438871
996	0.05869533253
997	0.05863795841
998	0.05859974429
999	0.05854949142
