iter	Logloss
149	0.2873771771
150	0.2872253835
151	0.2870664362
152	0.2869112896
153	0.28683366
154	0.286519545
155	0.2863988478
156	0.2862700596
157	0.2861399358
158	0.2860255722
159	0.2859253356
160	0.2857101403
161	0.2855732915
162	0.2854759863
163	0.2852628413
164	0.2851574286
165	0.2847974388
166	0.2845697801
167	0.2844938423
168	0.2844006189
169	0.2842201542
170	0.2841318023
171	0.2840416882
172	0.2839274278
173	0.2838393078
174	0.2837111803
175	0.2836327635
176	0.2834454918
177	0.2833451053
178	0.2832201224
179	0.2830665668
180	0.2829277029
181	0.2827644208
182	0.2826654308
183	0.2825688285
184	0.282453373
185	0.2823420649
186	0.2822512198
187	0.2820598031
188	0.2819761281
189	0.281879896
190	0.281471461
191	0.2813603099
192	0.2810866827
193	0.2809571704
194	0.2807260274
195	0.2806159565
196	0.2805189091
197	0.2804475006
198	0.2803434775
199	0.2802517818
200	0.2801820113
201	0.2800825714
202	0.2800032477
203	0.279943574
204	0.2797634889
205	0.2795615114
206	0.2794721168
207	0.2793305231
208	0.2792467872
209	0.2791722881
210	0.27903106
211	0.2789456042
212	0.2788679371
213	0.2787944503
214	0.2786771906
215	0.2785848036
216	0.2785171162
217	0.2784591647
218	0.2783535669
219	0.2781399556
220	0.278046622
221	0.2779669773
222	0.2778347517
223	0.2777190361
224	0.2776118918
225	0.277507789
226	0.2774136002
227	0.2773620994
228	0.2772253819
229	0.2771388904
230	0.2770517335
231	0.2769568628
232	0.2768155761
233	0.2767304788
234	0.27660734
235	0.2764838216
236	0.2763951815
237	0.2762004702
238	0.2760982748
239	0.2759719563
240	0.2758523955
241	0.2757296527
242	0.2756344751
243	0.2755440002
244	0.275463765
245	0.2753716827
246	0.2753293274
247	0.2752405021
248	0.2751640887
249	0.2750835676
250	0.2749564595
251	0.2748405822
252	0.2747476118
253	0.2746345558
254	0.2745781039
255	0.2744884796
256	0.2744482003
257	0.2743685533
258	0.2742859398
259	0.2740586653
260	0.273996557
261	0.2739005382
262	0.2738153472
263	0.2737012132
264	0.2735377436
265	0.2733919978
266	0.2733000936
267	0.2732306323
268	0.2731421234
269	0.2729405209
270	0.2727246999
271	0.2725249321
272	0.2723416275
273	0.2722762691
274	0.2722188167
275	0.2721557289
276	0.2719268377
277	0.2717153446
278	0.2716307207
279	0.271534894
280	0.2714312574
281	0.2713383152
282	0.2712376733
283	0.2711452301
284	0.2710661923
285	0.2709259952
286	0.2708815943
287	0.2707916747
288	0.2706973851
289	0.2706472481
290	0.2704832115
291	0.2703984118
292	0.2703273197
293	0.2702319569
294	0.2701400152
295	0.2700807351
296	0.2699843625
297	0.269807771
298	0.2697098566
299	0.2696777339
300	0.2695628689
301	0.2694807779
302	0.2693903897
303	0.2692844639
304	0.2691969133
305	0.2691244528
306	0.2690063612
307	0.2689455182
308	0.2689065957
309	0.2688301471
310	0.2687139183
311	0.2685965812
312	0.2685088291
313	0.2684336084
314	0.2683346207
315	0.2682616728
316	0.268125916
317	0.2680990702
318	0.2679974394
319	0.2679321303
320	0.2677907897
321	0.2677134249
322	0.2676140577
323	0.2674540255
324	0.2672356763
325	0.2671590472
326	0.2671039614
327	0.2670561793
328	0.2669389523
329	0.2668548345
330	0.2667591953
331	0.2666700583
332	0.2665892069
333	0.2665064013
334	0.2663693159
335	0.2662764158
336	0.2662300466
337	0.2661496263
338	0.2660766737
339	0.265992181
340	0.2659619212
341	0.2658810416
342	0.2658128457
343	0.2657566164
344	0.265620637
345	0.265554489
346	0.2654641875
347	0.2653863354
348	0.2652758146
349	0.2651576129
350	0.2650915985
351	0.2650143626
352	0.2649090882
353	0.264821076
354	0.2647653552
355	0.2647332395
356	0.264674093
357	0.2645394609
358	0.2644535224
359	0.2643826857
360	0.2643177656
361	0.2642875854
362	0.2641987297
363	0.2641091944
364	0.264004227
365	0.263926178
366	0.2638725262
367	0.263805837
368	0.263757312
369	0.2636808095
370	0.2635942618
371	0.2635513442
372	0.2634454113
373	0.2633744622
374	0.2632820425
375	0.263242834
376	0.2631612422
377	0.2631302442
378	0.2630379604
379	0.2629824505
380	0.2629146459
381	0.2628692796
382	0.2627971471
383	0.262741595
384	0.2626630469
385	0.2625773685
386	0.2625118602
387	0.2624355663
388	0.2623537167
389	0.2622852771
390	0.2621882764
391	0.2621504388
392	0.262122501
393	0.2620809096
394	0.2620018671
395	0.2619589494
396	0.2618833373
397	0.2618208353
398	0.2617556527
399	0.2616351242
400	0.2615905663
401	0.2614722685
402	0.2614020411
403	0.2613230595
404	0.2612486706
405	0.261182696
406	0.2611564758
407	0.2610656823
408	0.2610179119
409	0.2609546272
410	0.2608966265
411	0.2608386422
412	0.2607767588
413	0.2606967509
414	0.2606288901
415	0.2605817476
416	0.2605268024
417	0.2604978758
418	0.2604488143
419	0.2603824508
420	0.2602949283
421	0.2602246446
422	0.2601614444
423	0.2600873788
424	0.260043477
425	0.2599456656
426	0.2598659037
427	0.2597647322
428	0.2597063261
429	0.2596316092
430	0.2595619347
431	0.2595132598
432	0.2594652176
433	0.2593977223
434	0.259344518
435	0.2593212151
436	0.2592420203
437	0.2591671065
438	0.2591138741
439	0.259026108
440	0.2589601147
441	0.2588826187
442	0.2588058818
443	0.258749908
444	0.2586399847
445	0.2585774546
446	0.2585326811
447	0.2584722153
448	0.2583884209
449	0.2583379089
450	0.2583014561
451	0.2582553704
452	0.2581889975
453	0.2581202205
454	0.2580675669
455	0.2580103816
456	0.2579339517
457	0.2578654699
458	0.2577910622
459	0.2577050464
460	0.2576484282
461	0.2575643361
462	0.2574951959
463	0.2574136697
464	0.2573609153
465	0.2573266111
466	0.2571885158
467	0.2570911497
468	0.2570388405
469	0.2570230521
470	0.2569640884
471	0.2568697051
472	0.256793622
473	0.2567335241
474	0.2566543738
475	0.2566141508
476	0.2565477334
477	0.2564704201
478	0.2564044362
479	0.2563828906
480	0.2563194631
481	0.2561724824
482	0.2561024401
483	0.2560572003
484	0.2560020278
485	0.2559196439
486	0.2558485706
487	0.2557828538
488	0.2557538522
489	0.2557195434
490	0.2556741443
491	0.2556227536
492	0.2555360208
493	0.2554866032
494	0.255443887
495	0.2554017589
496	0.2553295
497	0.2552491031
498	0.2551675698
499	0.2551540778
500	0.2550191739
501	0.2549542584
502	0.2548902849
503	0.2548298355
504	0.2547694213
505	0.2547025024
506	0.2546316658
507	0.2545596013
508	0.2544842188
509	0.2544185137
510	0.2543380887
511	0.2542972494
512	0.2542418403
513	0.2541831928
514	0.2541070324
515	0.2540529706
516	0.2539794064
517	0.2539595409
518	0.2539125696
519	0.2538573267
520	0.2538087831
521	0.2537666316
522	0.2536938688
523	0.2536418713
524	0.2535815298
525	0.2534492151
526	0.2534250967
527	0.2533790134
528	0.2533228966
529	0.2532708334
530	0.2532051822
531	0.2531406815
532	0.2530826526
533	0.2530224891
534	0.2529454688
535	0.2528890919
536	0.2528267305
537	0.2527585346
538	0.2526717455
539	0.2526209313
540	0.2525906129
541	0.2525270565
542	0.252464592
543	0.252422225
544	0.2523696042
545	0.2523238255
546	0.2522745109
547	0.2522166836
548	0.2521549244
549	0.2521163954
550	0.2520561195
551	0.2520053662
552	0.2519767513
553	0.251956942
554	0.25190221
555	0.2518525299
556	0.2517635852
557	0.2516911762
558	0.2516211081
559	0.251568895
560	0.251533684
561	0.2514810679
562	0.2514218323
563	0.2513627584
564	0.2513306498
565	0.2512743526
566	0.2512172212
567	0.2511740457
568	0.2511313178
569	0.251062515
570	0.2509780246
571	0.2509137114
572	0.2508267935
573	0.2507742101
574	0.2507087534
575	0.2506574425
576	0.2506430764
577	0.2506027573
578	0.2505602801
579	0.2505481964
580	0.2504332821
581	0.2503741262
582	0.2502912034
583	0.2502510436
584	0.2502138597
585	0.2501746583
586	0.2500963633
587	0.2500577149
588	0.2499906062
589	0.2499339153
590	0.2498779719
591	0.2498292665
592	0.2497786046
593	0.2497359423
594	0.249699759
595	0.2496580574
596	0.249543818
597	0.2494801795
598	0.2494119485
599	0.2492987799
600	0.2492387242
601	0.2491822137
602	0.2491059901
603	0.2490583157
604	0.2489751633
605	0.248915991
606	0.2488465204
607	0.2487658541
608	0.2487051961
609	0.2486251906
610	0.248558567
611	0.2484926674
612	0.248439346
613	0.2483889067
614	0.2483375559
615	0.2482572621
616	0.2481711104
617	0.2481260721
618	0.2480697163
619	0.2479992967
620	0.2479544647
621	0.2479068255
622	0.2478304519
623	0.2478032616
624	0.2477464652
625	0.247688741
626	0.2476401153
627	0.2475906883
628	0.2475316284
629	0.2474973008
630	0.2474331094
631	0.2473747314
632	0.2473132956
633	0.2472510303
634	0.2472292621
635	0.2471880948
636	0.2471443898
637	0.2471011089
638	0.247031322
639	0.2469780381
640	0.2469297381
641	0.2468575096
642	0.2467887091
643	0.2467494187
644	0.246733396
645	0.2466715501
646	0.2465965473
647	0.2465541404
648	0.2465129285
649	0.2464593072
650	0.2464309149
651	0.2463899373
652	0.2463565541
653	0.2463048166
654	0.2462327545
655	0.2461857995
656	0.2461655661
657	0.2461142997
658	0.2460805368
659	0.2460238787
660	0.2459820975
661	0.2459483322
662	0.2459106024
663	0.2458559758
664	0.2458112914
665	0.2457579582
666	0.2456885392
667	0.2456386107
668	0.2455845535
669	0.2455358529
670	0.2454821612
671	0.2454130773
672	0.2453523327
673	0.2452922559
674	0.2452573378
675	0.2452071211
676	0.2451533967
677	0.2451272351
678	0.2451040141
679	0.245039804
680	0.24498611
681	0.2449481552
682	0.2448842145
683	0.2448429511
684	0.2447762853
685	0.2447348766
686	0.2446756785
687	0.2446069999
688	0.2445480853
689	0.2444882709
690	0.2444477831
691	0.2444266945
692	0.2444050037
693	0.2443900401
694	0.2443351816
695	0.2442849743
696	0.2442445122
697	0.244161416
698	0.2440885783
699	0.2440055711
700	0.243955495
701	0.2439006107
702	0.2438516289
703	0.2438231756
704	0.2437937968
705	0.2437493397
706	0.2436887732
707	0.243610129
708	0.2435507083
709	0.2434961075
710	0.2434665553
711	0.2433852915
712	0.2433451763
713	0.2432531197
714	0.2431806686
715	0.2431518217
716	0.2430827987
717	0.2430421515
718	0.2429505004
719	0.2429035149
720	0.2428291236
721	0.2427673574
722	0.242745915
723	0.2426691454
724	0.2426037402
725	0.2425450857
726	0.2425109854
727	0.242467346
728	0.2424216399
729	0.2424071942
730	0.2423490154
731	0.2423094203
732	0.2422907921
733	0.2422287798
734	0.2421857075
735	0.2421478464
736	0.2420911437
737	0.2420552861
738	0.2420083264
739	0.2419442006
740	0.2418944127
741	0.2418546677
742	0.2418046361
743	0.2417573999
744	0.2417348913
745	0.2416865093
746	0.2416212799
747	0.2415777952
748	0.2415000039
749	0.2414743602
750	0.2414137304
751	0.2413660115
752	0.2413119403
753	0.2412603903
754	0.2412165354
755	0.2411612386
756	0.2411116054
757	0.2410738568
758	0.2410149539
759	0.2409815613
760	0.2409231645
761	0.2409011714
762	0.2408462403
763	0.2407697542
764	0.2407084847
765	0.240663259
766	0.2406096868
767	0.240552621
768	0.2404889498
769	0.2404536545
770	0.2403955132
771	0.2403343983
772	0.2402873426
773	0.2402458378
774	0.2401966662
775	0.240160682
776	0.2401023485
777	0.2400402261
778	0.2399786427
779	0.2399388109
780	0.2398832869
781	0.2398420235
782	0.2397756623
783	0.239705531
784	0.2396562562
785	0.2395973065
786	0.2395584941
787	0.239512631
788	0.2394548833
789	0.2394275033
790	0.2393691136
791	0.2393217837
792	0.239277214
793	0.2392276183
794	0.2391742406
795	0.239137448
796	0.23908572
797	0.239051055
798	0.2390279114
799	0.2389754335
800	0.23891471
801	0.2388753235
802	0.2388512169
803	0.2387944767
804	0.238743843
805	0.2386962413
806	0.2386613419
807	0.2386192209
808	0.2385597276
809	0.2385130397
810	0.2384268904
811	0.238374771
812	0.2383114606
813	0.2382763153
814	0.2382245427
815	0.2381631795
816	0.238139354
817	0.2381127355
818	0.2380692109
819	0.2380361206
820	0.237976189
821	0.2379230832
822	0.2378698157
823	0.2378324677
824	0.2377991501
825	0.2377496527
826	0.237704666
827	0.2376700947
828	0.2376178699
829	0.2376059783
830	0.2375721217
831	0.2375159158
832	0.2375015873
833	0.237460441
834	0.2373929973
835	0.2373245061
836	0.2372900122
837	0.2372643497
838	0.2372248225
839	0.2371705756
840	0.2371304908
841	0.2370781816
842	0.2370315149
843	0.2369833742
844	0.2369491943
845	0.2369086994
846	0.2368720052
847	0.2368232554
848	0.2367600715
849	0.2366978812
850	0.2366526742
851	0.2365901183
852	0.2365581855
853	0.2365161535
854	0.2364512216
855	0.2364162379
856	0.2363579795
857	0.2363160764
858	0.2362685215
859	0.2362177659
860	0.2361784052
861	0.2361405815
862	0.2360868688
863	0.2360083559
864	0.2359343091
865	0.2358873798
866	0.2358584439
867	0.2358395837
868	0.2357821031
869	0.2357353379
870	0.2356972261
871	0.2356510467
872	0.2356007433
873	0.2355474289
874	0.2354786777
875	0.2354333184
876	0.2353963946
877	0.2353666502
878	0.2353295436
879	0.2352924581
880	0.235232543
881	0.2351954388
882	0.2351307998
883	0.23508896
884	0.2350717868
885	0.2350410794
886	0.2349949281
887	0.2349489948
888	0.2349040643
889	0.2348662383
890	0.2348076026
891	0.2347771319
892	0.2347368386
893	0.2346884121
894	0.2346447047
895	0.2346016324
896	0.2345635323
897	0.2345138545
898	0.2344694512
899	0.2344104289
900	0.2343693482
901	0.2343118864
902	0.2342819101
903	0.2342483394
904	0.234205007
905	0.2341692008
906	0.2341235744
907	0.2340540288
908	0.2340204417
909	0.2339846754
910	0.2339631205
911	0.2339239191
912	0.2338634088
913	0.2338282869
914	0.2337788926
915	0.2337317432
916	0.2336714063
917	0.2336304733
918	0.23359201
919	0.2335266165
920	0.2334730467
921	0.2334306843
922	0.2333917266
923	0.2333527853
924	0.2333254615
925	0.2333016314
926	0.2332389888
927	0.2332158007
928	0.2331773866
929	0.2331391529
930	0.2330730284
931	0.2330274324
932	0.2329837509
933	0.2329338364
934	0.232903204
935	0.2328417166
936	0.2328077241
937	0.232759396
938	0.2327198244
939	0.2326942228
940	0.2326671661
941	0.2326217014
942	0.2325838778
943	0.2325267089
944	0.232475979
945	0.2324312876
946	0.2323925454
947	0.2323405198
948	0.2323254039
949	0.2322942045
950	0.2322717732
951	0.2322286821
952	0.2321724154
953	0.232146242
954	0.2321120597
955	0.2320518119
956	0.2320318503
957	0.2319970846
958	0.231962204
959	0.2319426993
960	0.2319013235
961	0.2318715018
962	0.2318395572
963	0.2317914494
964	0.2317358036
965	0.2316689198
966	0.2316283055
967	0.2315832087
968	0.2315561894
969	0.2315212081
970	0.2314745085
971	0.2314387844
972	0.2313862737
973	0.2313554797
974	0.2312922513
975	0.2312599482
976	0.2312014132
977	0.2311542309
978	0.2311233221
979	0.2310753736
980	0.2310121311
981	0.2309524878
982	0.2308968631
983	0.2308675475
984	0.2307988057
985	0.2307412947
986	0.2307115808
987	0.2306716319
988	0.2306509651
989	0.230609397
990	0.2305868885
991	0.2305508082
992	0.230524363
993	0.2304893981
994	0.2304420354
995	0.2303902839
996	0.2303617745
997	0.2303406788
998	0.2302832849
999	0.2302396245
